feedback_id,order_id,review_date,product_review,review_score
FB-01390,ORD-00685,2026-01-25,"Product works well, good value for money.",3
FB-01391,ORD-07672,2025-02-21,Amazing product! Will buy again.,5
FB-01392,ORD-03483,2024-08-05,"Product works well, good value for money.",3
FB-01393,ORD-02465,2026-02-13,Decent product but packaging could be better.,3
FB-01394,ORD-02616,2024-08-18,"Product works well, good value for money.",3
FB-01395,ORD-01661,2026-05-26,Decent product but packaging could be better.,3
FB-01396,ORD-09808,2024-06-17,Good quality for the price.,4
FB-01397,ORD-02413,2024-07-03,Satisfied with the purchase overall.,4
FB-01398,ORD-04704,2024-11-06,"Worst purchase ever, complete waste of money.",1
FB-01399,ORD-05097,2024-10-15,"Product works well, good value for money.",3
FB-01400,ORD-09992,2025-02-22,"Not satisfied, product did not match description.",2
FB-01401,ORD-06564,2024-03-26,"Quality is average, expected better.",3
FB-01402,ORD-05689,2025-02-06,Decent product but packaging could be better.,3
FB-01403,ORD-01781,2024-06-22,Decent product but packaging could be better.,3
FB-01404,ORD-06756,2025-07-17,Good quality for the price.,4
FB-01405,ORD-06480,2024-07-10,"Great product, very happy with the purchase!",5
FB-01406,ORD-09104,2026-05-21,Fast delivery and good product.,4
FB-01407,ORD-08403,2024-07-03,"Delivered on time, product as described.",5
FB-01408,ORD-03980,2026-01-17,"Product works well, good value for money.",3
FB-01409,ORD-05200,2024-12-08,Decent product but packaging could be better.,3
FB-01410,ORD-01166,2024-01-11,"Great product, very happy with the purchase!",5
FB-01411,ORD-09738,2024-07-02,"Great product, very happy with the purchase!",5
FB-01412,ORD-05421,2024-03-23,"Worst purchase ever, complete waste of money.",1
FB-01413,ORD-06308,2024-07-10,"Excellent build quality, highly recommend.",5
FB-01414,ORD-09540,2024-03-20,"Excellent build quality, highly recommend.",5
FB-01415,ORD-03714,2024-03-19,"Great product, very happy with the purchase!",5
FB-01416,ORD-06325,2024-04-20,"Great product, very happy with the purchase!",5
FB-01417,ORD-05976,2025-12-03,"Not satisfied, product did not match description.",2
FB-01418,ORD-07749,2025-07-22,Fast delivery and good product.,4
FB-01419,ORD-03337,2024-03-09,"Delivered on time, product as described.",5
FB-01420,ORD-04740,2025-03-08,Decent product but packaging could be better.,3
FB-01421,ORD-04519,2025-11-15,"Quality is average, expected better.",3
FB-01422,ORD-02910,2024-07-11,Good quality for the price.,4
FB-01423,ORD-07777,2024-12-31,"Excellent build quality, highly recommend.",5
FB-01424,ORD-08495,2024-04-22,Satisfied with the purchase overall.,4
FB-01425,ORD-00776,2026-06-10,"Quality is average, expected better.",3
FB-01426,ORD-04154,2024-11-01,"Very good product, exceeded expectations.",5
FB-01427,ORD-09395,2026-05-04,Satisfied with the purchase overall.,4
FB-01428,ORD-08942,2025-09-09,"Delivered on time, product as described.",5
FB-01429,ORD-04847,2025-10-11,"Quality is average, expected better.",3
FB-01430,ORD-00605,2026-06-05,"Great product, very happy with the purchase!",5
FB-01431,ORD-01696,2026-02-06,"Great product, very happy with the purchase!",5
FB-01432,ORD-02302,2024-09-10,"Excellent build quality, highly recommend.",5
FB-01433,ORD-02398,2025-12-15,"Great product, very happy with the purchase!",5
FB-01434,ORD-07208,2025-08-31,Satisfied with the purchase overall.,4
FB-01435,ORD-02180,2025-05-02,"Excellent build quality, highly recommend.",5
FB-01436,ORD-03408,2024-06-20,Fast delivery and good product.,4
FB-01437,ORD-06863,2025-04-14,Good quality for the price.,4
FB-01438,ORD-01288,2025-08-11,"Not satisfied, product did not match description.",2
FB-01439,ORD-09907,2024-04-23,"Quality is average, expected better.",3
FB-01440,ORD-00362,2026-06-09,"Very good product, exceeded expectations.",5
FB-01441,ORD-00688,2026-03-11,"Product works well, good value for money.",3
FB-01442,ORD-03465,2024-03-28,Amazing product! Will buy again.,5
FB-01443,ORD-08379,2024-09-17,"Excellent build quality, highly recommend.",5
FB-01444,ORD-08687,2025-10-21,"Great product, very happy with the purchase!",5
FB-01445,ORD-08971,2026-02-14,Decent product but packaging could be better.,3
FB-01446,ORD-02756,2024-01-22,"Quality is average, expected better.",3
FB-01447,ORD-03149,2026-03-01,"Delivered on time, product as described.",5
FB-01448,ORD-01779,2025-05-21,Good quality for the price.,4
FB-01449,ORD-03753,2025-03-20,"Great product, very happy with the purchase!",5
FB-01450,ORD-05577,2026-02-25,Satisfied with the purchase overall.,4
FB-01451,ORD-08320,2025-12-28,"Excellent build quality, highly recommend.",5
FB-01452,ORD-07885,2026-01-16,"Poor quality, returned the item.",1
FB-01453,ORD-05511,2024-03-21,"Quality is average, expected better.",3
FB-01454,ORD-03673,2024-10-21,"Okay product, nothing special.",2
FB-01455,ORD-04892,2024-12-19,"Very good product, exceeded expectations.",5
FB-01456,ORD-09164,2025-05-31,"Great product, very happy with the purchase!",5
FB-01457,ORD-08110,2024-01-21,"Delivered on time, product as described.",5
FB-01458,ORD-03955,2025-11-14,"Delivered on time, product as described.",5
FB-01459,ORD-05671,2026-01-16,Fast delivery and good product.,4
FB-01460,ORD-02085,2025-01-14,Good quality for the price.,4
FB-01461,ORD-01943,2025-03-27,Decent product but packaging could be better.,3
FB-01462,ORD-04748,2025-09-05,"Great product, very happy with the purchase!",5
FB-01463,ORD-07062,2025-07-12,Satisfied with the purchase overall.,4
FB-01464,ORD-04712,2026-01-28,"Great product, very happy with the purchase!",5
FB-01465,ORD-06222,2024-04-06,"Not satisfied, product did not match description.",2
FB-01466,ORD-00880,2025-01-17,Satisfied with the purchase overall.,4
FB-01467,ORD-09931,2024-02-15,"Very good product, exceeded expectations.",5
FB-01468,ORD-09209,2024-03-16,"Very good product, exceeded expectations.",5
FB-01469,ORD-04900,2024-07-01,"Poor quality, returned the item.",1
FB-01470,ORD-06537,2024-06-01,"Delivered on time, product as described.",5
FB-01471,ORD-06832,2024-09-14,"Great product, very happy with the purchase!",5
FB-01472,ORD-06423,2024-11-12,Good quality for the price.,4
FB-01473,ORD-03886,2026-05-03,"Not satisfied, product did not match description.",2
FB-01474,ORD-04876,2025-12-24,Good quality for the price.,4
FB-01475,ORD-08051,2025-08-29,"Delivered on time, product as described.",5
FB-01476,ORD-01040,2024-12-11,"Great product, very happy with the purchase!",5
FB-01477,ORD-02386,2025-05-30,"Great product, very happy with the purchase!",5
FB-01478,ORD-05769,2024-01-20,"Excellent build quality, highly recommend.",5
FB-01479,ORD-00687,2025-01-11,Decent product but packaging could be better.,3
FB-01480,ORD-01273,2026-04-23,Good quality for the price.,4
FB-01481,ORD-00316,2024-11-16,"Okay product, nothing special.",2
FB-01482,ORD-04073,2025-02-14,"Product works well, good value for money.",3
FB-01483,ORD-02044,2024-10-17,"Delivered on time, product as described.",5
FB-01484,ORD-00373,2024-01-17,Amazing product! Will buy again.,5
FB-01485,ORD-02526,2026-05-09,"Product works well, good value for money.",3
FB-01486,ORD-04790,2024-03-07,Decent product but packaging could be better.,3
FB-01487,ORD-07144,2024-03-07,"Poor quality, returned the item.",1
FB-01488,ORD-02912,2025-10-19,"Excellent build quality, highly recommend.",5
FB-01489,ORD-04945,2024-03-08,Amazing product! Will buy again.,5
FB-01490,ORD-00123,2025-08-03,"Great product, very happy with the purchase!",5
FB-01491,ORD-05802,2024-02-27,"Delivered on time, product as described.",5
FB-01492,ORD-09560,2025-12-12,Satisfied with the purchase overall.,4
FB-01493,ORD-06739,2025-06-22,Amazing product! Will buy again.,5
FB-01494,ORD-06042,2024-08-01,"Not satisfied, product did not match description.",2
FB-01495,ORD-09991,2026-01-21,"Okay product, nothing special.",2
FB-01496,ORD-00669,2024-05-18,"Delivered on time, product as described.",5
FB-01497,ORD-07627,2025-10-19,"Okay product, nothing special.",2
FB-01498,ORD-02704,2024-05-17,"Great product, very happy with the purchase!",5
FB-01499,ORD-08280,2024-03-07,Good quality for the price.,4
FB-01500,ORD-01718,2025-01-04,Decent product but packaging could be better.,3
FB-01501,ORD-08550,2026-01-16,"Delivered on time, product as described.",5
FB-01502,ORD-00439,2025-09-30,"Great product, very happy with the purchase!",5
FB-01503,ORD-05934,2026-01-22,"Quality is average, expected better.",3
FB-01504,ORD-03856,2024-08-30,Decent product but packaging could be better.,3
FB-01505,ORD-05776,2025-05-08,"Okay product, nothing special.",2
FB-01506,ORD-02178,2024-11-14,"Very good product, exceeded expectations.",5
FB-01507,ORD-00853,2025-08-28,"Okay product, nothing special.",2
FB-01508,ORD-03572,2024-10-28,Satisfied with the purchase overall.,4
FB-01509,ORD-07287,2024-02-14,"Excellent build quality, highly recommend.",5
FB-01510,ORD-03147,2025-12-25,"Worst purchase ever, complete waste of money.",1
FB-01511,ORD-05236,2024-04-06,"Excellent build quality, highly recommend.",5
FB-01512,ORD-01861,2024-06-11,"Excellent build quality, highly recommend.",5
FB-01513,ORD-03679,2025-08-10,"Quality is average, expected better.",3
FB-01514,ORD-02149,2025-10-16,"Quality is average, expected better.",3
FB-01515,ORD-07391,2025-01-10,"Great product, very happy with the purchase!",5
FB-01516,ORD-06255,2024-05-26,Good quality for the price.,4
FB-01517,ORD-09678,2024-06-26,"Great product, very happy with the purchase!",5
FB-01518,ORD-08341,2025-08-29,"Great product, very happy with the purchase!",5
FB-01519,ORD-06445,2025-12-21,"Excellent build quality, highly recommend.",5
FB-01520,ORD-02825,2024-12-06,"Worst purchase ever, complete waste of money.",1
FB-01521,ORD-01471,2025-05-24,Amazing product! Will buy again.,5
FB-01522,ORD-01723,2025-12-03,"Delivered on time, product as described.",5
FB-01523,ORD-07049,2025-01-18,"Great product, very happy with the purchase!",5
FB-01524,ORD-09140,2025-12-13,"Very good product, exceeded expectations.",5
FB-01525,ORD-01931,2026-03-05,"Not satisfied, product did not match description.",2
FB-01526,ORD-07837,2026-02-09,Satisfied with the purchase overall.,4
FB-01527,ORD-09715,2025-11-22,"Very good product, exceeded expectations.",5
FB-01528,ORD-09686,2026-02-21,"Worst purchase ever, complete waste of money.",1
FB-01529,ORD-05975,2026-04-06,"Great product, very happy with the purchase!",5
FB-01530,ORD-09549,2025-07-04,"Quality is average, expected better.",3
FB-01531,ORD-04570,2025-12-17,"Quality is average, expected better.",3
FB-01532,ORD-08261,2026-03-12,Fast delivery and good product.,4
FB-01533,ORD-00106,2025-03-03,Satisfied with the purchase overall.,4
FB-01534,ORD-07334,2026-02-09,"Quality is average, expected better.",3
FB-01535,ORD-02328,2024-04-25,"Excellent build quality, highly recommend.",5
FB-01536,ORD-03548,2026-02-24,Decent product but packaging could be better.,3
FB-01537,ORD-08055,2025-03-22,"Product works well, good value for money.",3
FB-01538,ORD-09559,2025-03-08,"Delivered on time, product as described.",5
FB-01539,ORD-07177,2026-01-19,Amazing product! Will buy again.,5
FB-01540,ORD-00532,2025-11-16,Satisfied with the purchase overall.,4
FB-01541,ORD-08984,2024-06-06,Fast delivery and good product.,4
FB-01542,ORD-08255,2025-04-24,"Poor quality, returned the item.",1
FB-01543,ORD-04113,2025-05-16,"Product works well, good value for money.",3
FB-01544,ORD-07657,2026-06-07,"Quality is average, expected better.",3
FB-01545,ORD-06213,2024-05-25,Amazing product! Will buy again.,5
FB-01546,ORD-05441,2024-04-23,"Excellent build quality, highly recommend.",5
FB-01547,ORD-00370,2025-02-18,"Not satisfied, product did not match description.",2
FB-01548,ORD-07324,2025-03-29,"Okay product, nothing special.",2
FB-01549,ORD-04970,2026-03-22,"Great product, very happy with the purchase!",5
FB-01550,ORD-05005,2026-03-09,Satisfied with the purchase overall.,4
FB-01551,ORD-08227,2025-06-03,Good quality for the price.,4
FB-01552,ORD-07271,2025-01-17,"Excellent build quality, highly recommend.",5
FB-01553,ORD-09409,2025-08-01,Amazing product! Will buy again.,5
FB-01554,ORD-04743,2024-09-29,Good quality for the price.,4
FB-01555,ORD-01427,2024-03-01,"Great product, very happy with the purchase!",5
FB-01556,ORD-07880,2025-04-01,"Delivered on time, product as described.",5
FB-01557,ORD-08948,2024-01-29,"Poor quality, returned the item.",1
FB-01558,ORD-09489,2025-07-18,"Great product, very happy with the purchase!",5
FB-01559,ORD-09295,2025-12-07,"Product works well, good value for money.",3
FB-01560,ORD-07576,2025-08-09,"Not satisfied, product did not match description.",2
FB-01561,ORD-08589,2026-01-23,"Product works well, good value for money.",3
FB-01562,ORD-02448,2024-01-28,"Okay product, nothing special.",2
FB-01563,ORD-04535,2024-10-17,"Poor quality, returned the item.",1
FB-01564,ORD-05478,2024-08-25,"Great product, very happy with the purchase!",5
FB-01565,ORD-09990,2024-08-08,Fast delivery and good product.,4
FB-01566,ORD-05593,2024-02-04,Satisfied with the purchase overall.,4
FB-01567,ORD-08105,2024-05-13,"Very good product, exceeded expectations.",5
FB-01568,ORD-04258,2024-09-05,"Very good product, exceeded expectations.",5
FB-01569,ORD-07688,2024-04-10,Good quality for the price.,4
FB-01570,ORD-09439,2025-07-10,"Delivered on time, product as described.",5
FB-01571,ORD-09805,2025-01-01,"Quality is average, expected better.",3
FB-01572,ORD-07732,2025-07-10,"Great product, very happy with the purchase!",5
FB-01573,ORD-03542,2025-12-23,Decent product but packaging could be better.,3
FB-01574,ORD-02091,2025-11-19,"Very good product, exceeded expectations.",5
FB-01575,ORD-00474,2025-02-23,Satisfied with the purchase overall.,4
FB-01576,ORD-04624,2025-04-05,"Excellent build quality, highly recommend.",5
FB-01577,ORD-07252,2025-06-15,Good quality for the price.,4
FB-01578,ORD-06009,2025-11-03,"Poor quality, returned the item.",1
FB-01579,ORD-04448,2024-12-23,"Okay product, nothing special.",2
FB-01580,ORD-05517,2025-05-14,"Okay product, nothing special.",2
FB-01581,ORD-07234,2024-09-16,"Great product, very happy with the purchase!",5
FB-01582,ORD-06707,2025-06-21,"Great product, very happy with the purchase!",5
FB-01583,ORD-06328,2024-07-26,"Very good product, exceeded expectations.",5
FB-01584,ORD-02523,2024-12-01,"Worst purchase ever, complete waste of money.",1
FB-01585,ORD-09042,2024-09-03,"Delivered on time, product as described.",5
FB-01586,ORD-09408,2025-10-27,Good quality for the price.,4
FB-01587,ORD-04146,2024-05-17,"Product works well, good value for money.",3
FB-01588,ORD-02645,2025-12-01,"Excellent build quality, highly recommend.",5
FB-01589,ORD-04100,2024-09-28,"Not satisfied, product did not match description.",2
FB-01590,ORD-01743,2025-12-09,Good quality for the price.,4
FB-01591,ORD-01018,2025-08-02,Amazing product! Will buy again.,5
FB-01592,ORD-09591,2024-05-22,"Delivered on time, product as described.",5
FB-01593,ORD-03112,2025-12-05,Good quality for the price.,4
FB-01594,ORD-06484,2024-05-25,"Excellent build quality, highly recommend.",5
FB-01595,ORD-09744,2024-03-07,"Great product, very happy with the purchase!",5
FB-01596,ORD-03645,2025-01-21,"Quality is average, expected better.",3
FB-01597,ORD-05388,2024-04-21,"Great product, very happy with the purchase!",5
FB-01598,ORD-07725,2025-10-05,Good quality for the price.,4
FB-01599,ORD-02819,2025-07-17,Amazing product! Will buy again.,5
FB-01600,ORD-09628,2024-09-07,Satisfied with the purchase overall.,4
FB-01601,ORD-02864,2026-01-15,"Product works well, good value for money.",3
FB-01602,ORD-03297,2025-03-06,"Delivered on time, product as described.",5
FB-01603,ORD-07214,2024-05-29,"Very good product, exceeded expectations.",5
FB-01604,ORD-09595,2025-02-02,"Very good product, exceeded expectations.",5
FB-01605,ORD-02100,2026-01-02,"Excellent build quality, highly recommend.",5
FB-01606,ORD-01142,2026-06-20,"Poor quality, returned the item.",1
FB-01607,ORD-00406,2026-01-07,Amazing product! Will buy again.,5
FB-01608,ORD-06931,2025-07-23,"Okay product, nothing special.",2
FB-01609,ORD-04291,2025-08-31,Fast delivery and good product.,4
FB-01610,ORD-07733,2025-02-12,Decent product but packaging could be better.,3
FB-01611,ORD-04393,2024-08-23,"Excellent build quality, highly recommend.",5
FB-01612,ORD-03386,2026-05-04,"Okay product, nothing special.",2
FB-01613,ORD-06258,2024-07-15,Decent product but packaging could be better.,3
FB-01614,ORD-07262,2025-08-11,Satisfied with the purchase overall.,4
FB-01615,ORD-03734,2024-06-12,"Great product, very happy with the purchase!",5
FB-01616,ORD-00292,2024-02-21,"Delivered on time, product as described.",5
FB-01617,ORD-02937,2024-08-29,Good quality for the price.,4
FB-01618,ORD-03097,2025-04-13,"Great product, very happy with the purchase!",5
FB-01619,ORD-08862,2024-10-29,"Excellent build quality, highly recommend.",5
FB-01620,ORD-01347,2025-01-25,Satisfied with the purchase overall.,4
FB-01621,ORD-06909,2024-06-09,"Poor quality, returned the item.",1
FB-01622,ORD-01387,2025-08-25,"Product works well, good value for money.",3
FB-01623,ORD-03420,2026-04-04,Amazing product! Will buy again.,5
FB-01624,ORD-08414,2025-06-19,"Delivered on time, product as described.",5
FB-01625,ORD-01835,2024-06-25,Amazing product! Will buy again.,5
FB-01626,ORD-06850,2024-01-13,"Great product, very happy with the purchase!",5
FB-01627,ORD-04680,2024-08-16,"Delivered on time, product as described.",5
FB-01628,ORD-01972,2025-05-10,Decent product but packaging could be better.,3
FB-01629,ORD-04530,2025-11-26,"Worst purchase ever, complete waste of money.",1
FB-01630,ORD-07509,2025-02-15,"Great product, very happy with the purchase!",5
FB-01631,ORD-02232,2026-03-07,"Delivered on time, product as described.",5
FB-01632,ORD-03787,2026-03-19,Good quality for the price.,4
FB-01633,ORD-01813,2025-10-27,Decent product but packaging could be better.,3
FB-01634,ORD-07205,2024-08-10,"Excellent build quality, highly recommend.",5
FB-01635,ORD-03359,2025-04-12,"Great product, very happy with the purchase!",5
FB-01636,ORD-05439,2026-05-21,Satisfied with the purchase overall.,4
FB-01637,ORD-03150,2025-12-12,Satisfied with the purchase overall.,4
FB-01638,ORD-08520,2026-02-21,"Quality is average, expected better.",3
FB-01639,ORD-07666,2025-11-06,Amazing product! Will buy again.,5
FB-01640,ORD-08229,2025-04-22,"Very good product, exceeded expectations.",5
FB-01641,ORD-03246,2025-01-08,"Great product, very happy with the purchase!",5
FB-01642,ORD-01860,2024-03-24,"Excellent build quality, highly recommend.",5
FB-01643,ORD-06360,2025-11-28,"Very good product, exceeded expectations.",5
FB-01644,ORD-06946,2026-03-26,"Product works well, good value for money.",3
FB-01645,ORD-02696,2025-11-27,"Excellent build quality, highly recommend.",5
FB-01646,ORD-03891,2024-08-25,Decent product but packaging could be better.,3
FB-01647,ORD-09488,2025-11-25,Amazing product! Will buy again.,5
FB-01648,ORD-03827,2026-06-12,Fast delivery and good product.,4
FB-01649,ORD-03058,2026-06-01,"Delivered on time, product as described.",5
FB-01650,ORD-01895,2024-02-23,"Excellent build quality, highly recommend.",5
FB-01651,ORD-00335,2025-08-27,"Not satisfied, product did not match description.",2
FB-01652,ORD-00002,2024-08-14,"Great product, very happy with the purchase!",5
FB-01653,ORD-01814,2026-02-22,Amazing product! Will buy again.,5
FB-01654,ORD-04739,2025-08-23,"Great product, very happy with the purchase!",5
FB-01655,ORD-08101,2026-01-15,Decent product but packaging could be better.,3
FB-01656,ORD-03678,2026-02-11,Amazing product! Will buy again.,5
FB-01657,ORD-04893,2024-06-26,"Okay product, nothing special.",2
FB-01658,ORD-05621,2026-03-14,"Quality is average, expected better.",3
FB-01659,ORD-01045,2025-11-08,Satisfied with the purchase overall.,4
FB-01660,ORD-00017,2025-10-29,"Not satisfied, product did not match description.",2
FB-01661,ORD-04951,2025-11-15,Amazing product! Will buy again.,5
FB-01662,ORD-04427,2024-04-20,"Great product, very happy with the purchase!",5
FB-01663,ORD-03371,2024-08-19,"Product works well, good value for money.",3
FB-01664,ORD-09297,2024-03-29,"Poor quality, returned the item.",1
FB-01665,ORD-00011,2024-09-29,"Okay product, nothing special.",2
FB-01666,ORD-09755,2025-03-28,"Excellent build quality, highly recommend.",5
FB-01667,ORD-07201,2024-09-01,"Okay product, nothing special.",2
FB-01668,ORD-05836,2024-10-09,"Quality is average, expected better.",3
FB-01669,ORD-01296,2024-04-16,"Excellent build quality, highly recommend.",5
FB-01670,ORD-07326,2026-02-20,"Very good product, exceeded expectations.",5
FB-01671,ORD-07555,2025-11-29,"Great product, very happy with the purchase!",5
FB-01672,ORD-08811,2024-09-05,Fast delivery and good product.,4
FB-01673,ORD-04123,2025-08-11,Satisfied with the purchase overall.,4
FB-01674,ORD-04661,2024-01-31,"Product works well, good value for money.",3
FB-01675,ORD-00427,2024-12-04,Amazing product! Will buy again.,5
FB-01676,ORD-00151,2024-12-13,"Okay product, nothing special.",2
FB-01677,ORD-04316,2024-08-15,Fast delivery and good product.,4
FB-01678,ORD-03539,2025-02-28,Decent product but packaging could be better.,3
FB-01679,ORD-01358,2024-10-09,"Not satisfied, product did not match description.",2
FB-01680,ORD-08342,2025-08-16,"Poor quality, returned the item.",1
FB-01681,ORD-01720,2025-02-17,"Excellent build quality, highly recommend.",5
FB-01682,ORD-07538,2025-09-07,"Excellent build quality, highly recommend.",5
FB-01683,ORD-01657,2024-05-01,Amazing product! Will buy again.,5
FB-01684,ORD-00779,2026-01-21,Satisfied with the purchase overall.,4
FB-01685,ORD-01772,2024-12-09,"Delivered on time, product as described.",5
FB-01686,ORD-05096,2024-11-09,Fast delivery and good product.,4
FB-01687,ORD-09888,2025-01-08,Satisfied with the purchase overall.,4
FB-01688,ORD-09446,2025-05-30,Fast delivery and good product.,4
FB-01689,ORD-05642,2026-02-10,Good quality for the price.,4
FB-01690,ORD-03680,2025-05-01,Fast delivery and good product.,4
FB-01691,ORD-05479,2025-05-15,Decent product but packaging could be better.,3
FB-01692,ORD-04204,2024-05-16,"Delivered on time, product as described.",5
FB-01693,ORD-01763,2024-11-14,"Excellent build quality, highly recommend.",5
FB-01694,ORD-02593,2024-09-05,"Product works well, good value for money.",3
FB-01695,ORD-03771,2025-12-02,"Excellent build quality, highly recommend.",5
FB-01696,ORD-01101,2025-05-12,"Quality is average, expected better.",3
FB-01697,ORD-07088,2024-07-10,Satisfied with the purchase overall.,4
FB-01698,ORD-08870,2024-09-23,"Quality is average, expected better.",3
FB-01699,ORD-02422,2025-10-25,"Excellent build quality, highly recommend.",5
FB-01700,ORD-09621,2025-07-02,"Delivered on time, product as described.",5
FB-01701,ORD-09841,2024-08-20,"Quality is average, expected better.",3
FB-01702,ORD-08008,2026-02-17,Satisfied with the purchase overall.,4
FB-01703,ORD-00249,2024-07-08,Good quality for the price.,4
FB-01704,ORD-05704,2024-06-10,"Quality is average, expected better.",3
FB-01705,ORD-06617,2026-03-11,"Delivered on time, product as described.",5
FB-01706,ORD-00528,2024-03-09,"Excellent build quality, highly recommend.",5
FB-01707,ORD-09974,2025-11-17,Fast delivery and good product.,4
FB-01708,ORD-02375,2024-12-20,Good quality for the price.,4
FB-01709,ORD-08994,2025-01-02,Decent product but packaging could be better.,3
FB-01710,ORD-05847,2024-12-28,"Great product, very happy with the purchase!",5
FB-01711,ORD-00549,2025-12-18,Decent product but packaging could be better.,3
FB-01712,ORD-07316,2025-10-31,"Okay product, nothing special.",2
FB-01713,ORD-03595,2026-01-23,"Product works well, good value for money.",3
FB-01714,ORD-03433,2026-01-08,Fast delivery and good product.,4
FB-01715,ORD-03255,2024-04-02,Satisfied with the purchase overall.,4
FB-01716,ORD-09287,2024-03-17,"Great product, very happy with the purchase!",5
FB-01717,ORD-05054,2025-09-19,Satisfied with the purchase overall.,4
FB-01718,ORD-07942,2025-08-30,"Delivered on time, product as described.",5
FB-01719,ORD-05647,2025-06-26,Decent product but packaging could be better.,3
FB-01720,ORD-01378,2024-04-04,"Delivered on time, product as described.",5
FB-01721,ORD-07053,2025-12-16,"Great product, very happy with the purchase!",5
FB-01722,ORD-09774,2025-04-27,"Delivered on time, product as described.",5
FB-01723,ORD-05127,2024-01-14,Decent product but packaging could be better.,3
FB-01724,ORD-05931,2025-10-01,Amazing product! Will buy again.,5
FB-01725,ORD-06644,2026-05-08,"Poor quality, returned the item.",1
FB-01726,ORD-02224,2024-07-10,"Great product, very happy with the purchase!",5
FB-01727,ORD-01490,2026-04-17,"Poor quality, returned the item.",1
FB-01728,ORD-03273,2025-05-24,"Great product, very happy with the purchase!",5
FB-01729,ORD-04882,2024-06-17,"Great product, very happy with the purchase!",5
FB-01730,ORD-00756,2024-04-04,"Poor quality, returned the item.",1
FB-01731,ORD-04422,2025-12-27,"Excellent build quality, highly recommend.",5
FB-01732,ORD-01092,2025-06-08,"Excellent build quality, highly recommend.",5
FB-01733,ORD-01526,2024-10-12,"Excellent build quality, highly recommend.",5
FB-01734,ORD-05316,2026-05-03,Satisfied with the purchase overall.,4
FB-01735,ORD-03655,2024-01-26,"Product works well, good value for money.",3
FB-01736,ORD-09359,2026-05-26,"Quality is average, expected better.",3
FB-01737,ORD-03873,2024-12-01,"Great product, very happy with the purchase!",5
FB-01738,ORD-06420,2026-02-18,Good quality for the price.,4
FB-01739,ORD-02715,2024-11-23,Decent product but packaging could be better.,3
FB-01740,ORD-08297,2024-08-14,Fast delivery and good product.,4
FB-01741,ORD-05223,2025-09-10,"Poor quality, returned the item.",1
FB-01742,ORD-06275,2026-04-14,Good quality for the price.,4
FB-01743,ORD-09173,2025-10-03,"Delivered on time, product as described.",5
FB-01744,ORD-02137,2024-03-14,"Excellent build quality, highly recommend.",5
FB-01745,ORD-01438,2024-01-19,Fast delivery and good product.,4
FB-01746,ORD-09773,2026-04-14,"Very good product, exceeded expectations.",5
FB-01747,ORD-08192,2024-08-21,"Great product, very happy with the purchase!",5
FB-01748,ORD-07849,2026-03-19,Satisfied with the purchase overall.,4
FB-01749,ORD-05497,2024-06-06,"Excellent build quality, highly recommend.",5
FB-01750,ORD-03328,2025-04-29,"Excellent build quality, highly recommend.",5
FB-01751,ORD-07654,2024-11-13,Satisfied with the purchase overall.,4
FB-01752,ORD-03191,2025-08-02,"Not satisfied, product did not match description.",2
FB-01753,ORD-05506,2026-04-10,"Product works well, good value for money.",3
FB-01754,ORD-09529,2024-03-19,Decent product but packaging could be better.,3
FB-01755,ORD-07634,2025-02-23,"Not satisfied, product did not match description.",2
FB-01756,ORD-04309,2026-03-15,Decent product but packaging could be better.,3
FB-01757,ORD-06379,2024-03-28,"Quality is average, expected better.",3
FB-01758,ORD-05828,2025-03-14,Good quality for the price.,4
FB-01759,ORD-03066,2025-11-19,"Excellent build quality, highly recommend.",5
FB-01760,ORD-06729,2024-05-09,"Product works well, good value for money.",3
FB-01761,ORD-01120,2026-01-29,"Okay product, nothing special.",2
FB-01762,ORD-01809,2026-05-13,"Great product, very happy with the purchase!",5
FB-01763,ORD-09361,2025-10-24,"Not satisfied, product did not match description.",2
FB-01764,ORD-09163,2024-06-10,Satisfied with the purchase overall.,4
FB-01765,ORD-08437,2024-12-27,"Not satisfied, product did not match description.",2
FB-01766,ORD-07536,2024-01-22,"Great product, very happy with the purchase!",5
FB-01767,ORD-05207,2026-04-28,"Product works well, good value for money.",3
FB-01768,ORD-05196,2024-11-20,Decent product but packaging could be better.,3
FB-01769,ORD-01955,2025-03-03,"Excellent build quality, highly recommend.",5
FB-01770,ORD-05911,2026-05-27,"Great product, very happy with the purchase!",5
FB-01771,ORD-09402,2025-04-27,Satisfied with the purchase overall.,4
FB-01772,ORD-05294,2026-02-04,"Excellent build quality, highly recommend.",5
FB-01773,ORD-06676,2024-09-22,"Okay product, nothing special.",2
FB-01774,ORD-06093,2025-05-31,"Poor quality, returned the item.",1
FB-01775,ORD-04815,2025-04-23,"Great product, very happy with the purchase!",5
FB-01776,ORD-09901,2025-07-14,"Excellent build quality, highly recommend.",5
FB-01777,ORD-03319,2026-03-08,"Delivered on time, product as described.",5
FB-01778,ORD-07989,2025-03-07,"Quality is average, expected better.",3
FB-01779,ORD-07782,2025-11-06,"Product works well, good value for money.",3
FB-01780,ORD-08877,2026-01-07,"Excellent build quality, highly recommend.",5
FB-01781,ORD-06390,2025-01-13,"Delivered on time, product as described.",5
FB-01782,ORD-03565,2026-04-10,Decent product but packaging could be better.,3
FB-01783,ORD-08802,2025-07-27,"Delivered on time, product as described.",5
